trip_id,user_id,location,time
592,98,1,1755
593,65,3,1221
594,40,4,1502
595,81,0,859
596,67,4,1310
597,65,3,1241
598,41,5,1515
599,49,3,1116
600,91,3,477
601,10,4,818
602,23,2,80
603,21,3,43
604,82,1,293
605,16,3,1076
606,28,0,988
607,67,1,1750
608,34,5,14
609,50,5,1029
610,71,0,716
611,5,1,1775
612,8,4,353
613,8,4,1732
614,25,2,513
615,86,5,747
616,71,1,1363
617,31,1,1348
618,7,2,1362
619,45,1,1629
620,58,1,1570
621,48,5,956
622,31,3,420
623,75,4,176
624,15,2,1273
625,47,0,16
626,47,5,526
627,32,2,552
628,10,3,1224
629,98,5,1288
630,71,2,1372
631,36,5,209
632,34,2,291
633,17,4,1420
634,55,2,2
635,33,4,1679
636,44,1,795
637,38,5,624
638,30,4,937
639,82,0,1770
640,85,4,924
641,2,0,203
642,37,3,748
643,38,4,25
644,86,4,888
645,44,4,219
646,32,4,1029
647,91,2,1155
648,37,1,629
649,42,4,508
650,16,4,204
651,12,3,1769
652,28,5,1532
653,43,1,953
654,90,2,362
655,91,5,571
656,94,1,1149
657,34,3,1540
658,13,1,1125
659,23,2,1087
660,8,5,598
661,76,2,732
662,37,1,886
663,4,2,918
664,67,3,670
665,69,4,511
666,48,5,1
667,15,3,1423
668,24,4,1629
669,61,5,1452
670,34,1,309
671,46,5,934
672,40,0,1712
673,58,3,1546
674,62,1,170
675,39,4,596
676,65,2,203
677,10,4,186
678,45,3,400
679,22,2,1109
680,28,0,1735
681,31,5,1780
682,2,4,1784
683,43,3,1407
684,91,2,504
685,82,1,613
686,80,2,970
687,28,4,696
688,22,4,879
689,38,4,1482
690,11,3,1228
691,24,2,988
692,25,5,1671
693,70,3,440
694,28,3,1176
695,35,3,1279
696,93,4,927
697,48,1,1714
698,71,1,1476
699,52,1,324
700,98,3,945
701,94,2,936
702,13,1,135
703,70,2,1626
704,96,5,732
705,13,1,937
706,74,1,1779
707,6,3,1654
708,25,2,1314
709,6,4,1009
710,71,1,930
711,9,1,1331
712,77,2,619
713,8,5,1437
714,49,1,895
715,44,2,353
716,47,0,155
717,13,0,15
718,46,1,1693
719,31,1,419
720,47,4,120
721,80,2,1132
722,37,5,1723
723,53,4,1485
724,20,2,1720
725,51,5,571
726,41,1,511
727,31,3,1210
728,16,3,1232
729,84,4,817
730,92,1,1395
731,11,1,670
732,22,3,913
733,95,2,1
734,51,0,1534
735,91,1,1564
736,72,1,214
737,32,3,549
738,15,1,649
739,7,4,4
740,68,5,223
741,45,4,383
742,62,0,123
743,75,3,1777
744,33,1,1159
745,57,3,1576
746,20,0,335
747,13,2,1763
748,8,4,660
749,40,5,676
750,69,4,1751
751,70,5,85
752,36,1,842
753,49,5,1399
754,88,3,885
755,17,3,1759
756,26,2,824
757,55,4,628
758,77,1,899
759,61,2,748
760,37,1,1763
761,79,1,1059
762,41,1,1399
763,68,1,1062
764,27,4,838
765,57,4,1122
766,62,3,1212
767,49,1,800
768,62,4,1431
769,25,3,1436
770,82,5,573
771,98,4,795
772,64,5,107
773,93,0,430
774,2,3,12
775,91,4,1326
776,50,3,1156
777,67,2,208
778,53,1,948
779,70,3,1265
780,84,3,208
781,4,3,111
782,18,5,181
783,34,0,313
784,47,0,1777
785,1,1,1106
786,17,4,1201
787,67,3,1755
788,71,4,1769
789,31,4,748
790,76,4,1065
791,53,5,1730
792,31,0,854
793,64,1,1233
794,96,1,275
795,37,2,1006
796,22,3,1225
797,25,1,1376
798,36,0,1200
799,20,2,1033
800,2,3,1146
801,98,1,1241
802,70,2,1005
803,34,1,454
804,62,0,859
805,53,2,1317
806,60,0,1541
807,71,4,123
808,27,5,323
809,16,5,1128
810,34,4,79
811,97,1,133
812,87,3,1171
813,21,3,1729
814,81,4,1343
815,50,3,246
816,85,1,1022
817,15,4,1309
818,67,1,930
819,52,4,82
820,22,2,1117
821,13,4,875
822,63,3,801
823,59,1,1049
824,65,4,1016
825,1,1,206
826,52,2,1741
827,5,2,482
828,66,4,891
829,60,4,264
830,89,2,1703
831,28,0,838
832,80,0,1748
833,39,5,1359
834,22,4,180
835,5,1,1430
836,95,4,759
837,53,2,303
838,36,0,429
839,33,1,1432
840,39,1,149
841,95,2,1008
842,87,5,1739
843,49,3,778
844,13,4,49
845,92,1,732
846,68,2,207
847,19,4,566
848,65,4,1526
849,52,1,1209
850,11,3,1720
851,41,5,1428
852,1,2,568
853,44,0,506
854,79,4,1304
855,18,5,1694
856,47,2,1793
857,53,2,1151
858,36,1,661
859,79,1,1714
860,59,1,852
861,66,1,762
862,15,1,1363
863,13,1,1409
864,39,1,903
865,95,0,628
866,86,5,814
867,83,4,1563
868,11,5,36
869,99,4,42
870,5,0,1391
871,54,4,97
872,5,4,784
873,95,4,1028
874,95,2,1505
875,97,2,1514
876,29,2,1308
877,75,3,995
878,81,1,689
879,76,4,1677
880,93,2,1004
881,88,4,332
882,27,5,1137
883,15,2,1175
884,52,2,44
885,23,5,578
886,61,1,619
887,94,5,1532
888,64,4,1335
889,61,1,1688
890,51,1,1684
891,22,5,1398
892,6,1,1503
893,38,4,762
894,50,4,1609
895,3,5,1221
896,10,4,844
897,64,4,23
898,98,1,76
899,9,1,965
900,64,3,967
901,16,0,1254
902,48,3,782
903,58,2,296
904,83,5,148
905,79,2,1800
906,93,4,389
907,94,5,1708
908,28,2,1308
909,68,4,1068
910,3,3,1148
911,67,2,248
912,14,1,48
913,68,3,1542
914,41,1,1114
915,17,4,493
916,0,1,692
917,96,4,1693
918,50,1,516
919,67,3,1311
920,8,1,969
921,46,3,510
922,43,3,833
923,59,0,402
924,6,4,1151
925,43,4,521
926,59,3,1384
927,63,1,1516
928,81,0,575
929,72,2,1010
930,23,4,438
931,89,3,1269
932,63,1,1409
933,92,0,1607
934,44,1,643
935,96,0,292
936,80,4,58
937,54,1,1042
938,51,3,278
939,82,4,361
940,5,5,271
941,74,1,1404
942,76,1,1081
943,77,2,1109
944,43,3,695
945,100,2,1753
946,90,4,1438
947,25,2,1387
948,68,1,1609
949,25,2,80
950,53,1,115
951,33,1,37
952,46,3,846
953,13,0,1149
954,29,2,177
955,94,4,1612
956,89,2,1509
957,98,3,134
958,19,2,374
959,68,1,1385
960,21,0,792
961,66,1,674
962,23,3,8
963,41,4,379
964,48,1,81
965,86,1,807
966,36,2,798
967,45,4,1260
968,22,2,589
969,19,1,343
970,54,3,1319
971,19,3,729
972,81,4,857
973,53,1,394
974,8,0,1738
975,58,4,606
976,44,5,1417
977,96,4,582
978,35,2,1181
979,17,3,1450
980,86,2,215
981,26,2,812
982,97,5,1243
983,1,0,204
984,31,4,1192
985,48,5,222
986,73,3,430
987,17,4,183
988,24,2,1067
989,20,4,1049
990,73,5,1791
991,35,2,69
992,60,2,1151
993,46,5,279
994,39,3,1070
995,32,5,1178
996,93,5,904
997,78,4,1403
998,66,2,247
999,0,5,50
1000,35,4,416
1001,70,2,1294
1002,17,3,1061
1003,54,0,507
1004,94,2,1621
1005,3,5,1022
1006,69,0,1694
1007,74,1,110
1008,89,2,857
1009,13,4,1110
1010,60,1,1703
1011,4,0,1237
1012,92,4,472
1013,56,2,638
1014,92,3,804
1015,30,1,1375
1016,20,1,1598
1017,67,1,1047
1018,35,4,1236
1019,67,5,598
1020,65,3,1598
1021,96,0,539
1022,92,3,1059
1023,67,3,1432
1024,5,5,1067
1025,5,4,1109
1026,78,2,1797
1027,60,3,1317
1028,34,5,195
1029,15,4,160
1030,53,3,706
1031,77,1,572
1032,54,4,1338
1033,32,1,561
1034,94,3,846
1035,59,3,1617
1036,95,1,1052
1037,7,5,991
1038,61,5,237
1039,65,4,1778
1040,49,2,1629
1041,51,3,1394
1042,96,2,174
1043,16,1,201
1044,26,1,331
1045,49,2,45
1046,49,4,1146
1047,48,0,145
1048,61,3,1615
1049,33,2,366
1050,64,4,1126
1051,10,3,997
1052,7,3,1641
1053,99,2,767
1054,72,4,1762
1055,18,3,1769
1056,71,1,108
1057,44,3,523
1058,79,4,1036
1059,8,4,1137
1060,8,2,1586
1061,2,2,1573
1062,20,1,924
1063,87,4,1148
1064,75,3,1179
1065,31,2,22
1066,17,0,83
1067,81,1,960
1068,26,2,270
1069,8,4,1508
1070,69,5,702
1071,18,1,830
1072,32,1,1764
1073,91,3,1448
1074,32,2,88
1075,63,2,220
1076,55,3,1581
1077,27,1,648
1078,83,4,5
1079,50,4,1422
1080,13,1,1748
1081,31,0,812
1082,39,3,1068
1083,48,3,854
1084,37,1,267
1085,97,1,1255
1086,40,4,1320
1087,70,1,319
1088,66,1,292
1089,13,3,522
1090,7,3,1549
1091,21,4,1070
1092,67,2,3
1093,13,4,1138
1094,57,2,40
1095,48,3,1266
1096,21,3,238
1097,100,3,255
1098,33,1,763
1099,100,3,979
1100,40,4,526
1101,92,0,473
1102,37,4,1312
1103,45,2,258
1104,63,2,145
1105,33,4,573
1106,7,1,1036
1107,42,1,965
1108,94,0,1386
1109,33,3,1578
1110,6,1,418
1111,99,3,1394
1112,15,4,1427
1113,75,1,1601
1114,53,4,444
1115,96,2,1586
1116,60,1,602
1117,28,3,874
1118,30,4,993
1119,6,4,601
1120,67,3,1275
1121,52,5,179
1122,33,3,604
1123,67,2,5
1124,4,2,198
1125,88,0,1413
1126,72,0,1124
1127,49,5,854
1128,73,2,1287
1129,5,4,965
1130,86,4,1132
1131,19,5,117
1132,28,4,868
1133,91,4,987
1134,96,4,1005
1135,8,3,1148
1136,18,4,1306
1137,2,3,1067
1138,55,5,1252
1139,42,5,1535
1140,85,4,1688
1141,87,1,1549
1142,94,1,784
1143,90,4,1295
1144,83,4,1063
1145,62,2,404
1146,75,4,655
1147,25,2,136
1148,100,1,1732
1149,40,1,1183
1150,21,5,1003
1151,49,5,1177
1152,33,5,1436
1153,20,5,1662
1154,69,1,530
1155,15,5,364
1156,40,3,1354
1157,83,1,294
1158,34,2,723
1159,97,5,732
1160,16,4,1239
1161,14,2,586
1162,73,4,798
1163,31,4,610
1164,43,1,382
1165,31,5,984
1166,6,1,1309
1167,6,1,509
1168,50,5,1255
1169,19,1,267
1170,26,5,1377
1171,80,4,921
1172,28,2,188
1173,57,2,503
1174,37,2,1137
1175,27,0,1425
1176,3,3,897
1177,61,4,1149
1178,72,4,124
1179,44,3,408
1180,50,2,1304
1181,5,4,1455
1182,83,1,214
1183,88,5,219
1184,41,4,321
1185,61,3,593
1186,6,0,630
1187,83,4,311
1188,96,0,588
1189,12,5,836
1190,20,3,678
1191,23,5,1796
1192,48,2,1518
1193,48,1,303
1194,100,3,578
1195,65,3,1487
1196,50,3,695
1197,9,3,1331
1198,39,5,306
1199,27,3,1451
1200,11,0,166
1201,35,2,1298
1202,84,0,874
1203,97,2,1313
1204,54,0,621
1205,54,4,552
1206,89,1,996
1207,96,3,308
1208,36,0,1083
1209,98,4,1635
1210,82,1,348
1211,38,2,1032
1212,29,2,1410
1213,85,2,553
1214,91,1,321
1215,8,0,1125
1216,29,3,633
1217,87,2,19
1218,42,4,964
1219,9,2,708
1220,13,2,1194
1221,66,3,1098
1222,41,3,304
1223,60,2,1362
1224,73,1,204
1225,42,2,53
1226,78,1,62
1227,4,4,19
1228,16,4,330
1229,79,4,1786
1230,96,4,1106
1231,28,3,533
1232,14,4,1543
1233,60,3,846
1234,59,2,1735
1235,59,1,1761
1236,21,2,860
1237,0,2,139
1238,86,4,163
1239,39,4,722
1240,43,4,318
1241,55,1,824
1242,88,4,637
1243,58,1,1336
1244,4,4,928
1245,8,1,812
1246,9,5,1520
1247,35,4,918
1248,1,0,1454
1249,21,5,335
1250,23,3,564
1251,12,1,263
1252,43,1,1657
1253,51,4,33
1254,47,3,1074
1255,72,1,1103
1256,84,3,232
1257,38,3,723
1258,43,3,622
1259,10,3,1416
1260,93,2,1608
1261,51,4,1119
1262,2,4,670
1263,94,2,1702
1264,20,0,1651
1265,24,0,360
1266,48,3,600
1267,31,3,1396
1268,32,1,320
1269,36,2,1036
1270,44,5,1096
1271,33,4,42
1272,75,2,1016
1273,70,3,707
1274,35,2,1173
1275,57,2,1327
1276,89,3,215
1277,86,3,1053
1278,47,2,701
1279,36,3,544
1280,18,5,88
1281,38,0,218
1282,97,3,730
1283,5,1,397
1284,8,1,907
1285,96,4,49
1286,81,4,779
1287,26,4,596
1288,42,2,1302
1289,19,3,1062
1290,79,2,623
1291,21,2,729
1292,83,0,692
1293,22,2,1800
1294,34,3,1559
1295,4,3,1030
1296,87,4,428
1297,77,4,642
1298,97,2,1045
1299,58,3,330
1300,66,3,1569
1301,92,2,639
1302,65,0,558
1303,57,5,443
1304,70,4,988
1305,63,4,834
1306,78,3,861
1307,20,3,677
1308,49,4,93
1309,12,2,621
1310,5,3,1694
1311,37,2,971
1312,57,2,544
1313,33,2,546
1314,31,1,1101
1315,23,2,707
1316,60,3,1450
1317,22,3,836
1318,87,3,163
1319,94,3,1053
1320,71,4,375
1321,69,5,344
1322,11,4,853
1323,0,3,1680
1324,7,4,1246
1325,58,3,1332
1326,68,1,914
1327,21,3,167
1328,55,0,1263
1329,59,0,1459
1330,100,0,1101
1331,99,4,1182
1332,5,3,1469
1333,79,2,1522
1334,97,2,1136
1335,8,5,1311
1336,8,4,221
1337,69,4,1282
1338,71,3,471
1339,67,4,657
1340,22,4,1316
1341,35,1,1017
1342,46,5,540
1343,73,2,1415
1344,75,4,1032
1345,87,3,493
1346,31,2,88
1347,16,3,547
1348,55,3,924
1349,28,3,723
1350,2,2,74
1351,66,2,1067
1352,36,2,1117
1353,73,3,1159
1354,5,1,1187
1355,34,0,278
1356,27,1,871
1357,46,4,787
1358,42,5,1434
1359,71,4,293
1360,18,1,1558
1361,92,0,1308
1362,56,3,874
1363,49,5,1359
1364,89,2,509
1365,39,5,389
1366,79,3,274
1367,60,4,867
1368,73,3,630
1369,95,4,1756
1370,82,3,1362
1371,71,3,996
1372,20,2,682
1373,3,2,311
1374,16,1,943
1375,97,3,1284
1376,29,4,595
1377,98,3,875
1378,89,2,1156
1379,1,4,398
1380,28,2,459
1381,19,4,326
1382,10,1,1287
1383,12,2,1537
1384,64,3,1542
1385,83,2,1152
1386,35,2,424
1387,17,2,483
1388,84,5,158
1389,86,1,1268
1390,8,1,1479
1391,61,1,128
1392,66,2,969
1393,37,1,757
1394,38,1,329
1395,41,1,841
1396,54,3,643
1397,53,5,1639
1398,6,1,1433
1399,9,3,267
1400,36,1,1207
1401,46,3,1365
1402,23,1,1446
1403,26,1,168
1404,82,2,901
1405,81,3,1448
1406,24,1,598
1407,75,5,1795
1408,57,1,99
1409,35,1,28
1410,61,1,1695
1411,69,4,1693
1412,76,2,847
1413,44,3,436
1414,18,0,1524
1415,72,2,1768
1416,14,2,1497
1417,2,4,1556
1418,52,1,688
1419,47,2,113
1420,78,3,22
1421,3,5,180
1422,46,3,1748
1423,42,2,1263
1424,15,3,1516
1425,59,4,79
1426,14,4,844
1427,63,1,289
1428,17,4,1207
1429,29,4,1360
1430,64,4,1079
1431,98,3,625
1432,88,3,623
1433,13,2,182
1434,51,1,413
1435,84,4,1229
1436,44,2,1715
1437,30,3,1156
1438,31,1,170
1439,67,0,90
1440,97,4,648
1441,20,2,1398
1442,33,2,1633
1443,25,2,164
1444,61,1,883
1445,48,4,22
1446,21,2,1475
1447,63,2,811
1448,8,4,1208
1449,22,4,345
1450,16,5,1166
1451,13,4,745
1452,16,2,862
1453,2,1,34
1454,60,5,1402
1455,45,0,946
1456,52,2,798
1457,72,5,457
1458,66,2,1543
1459,38,4,474
1460,1,4,320
1461,2,4,68
1462,28,2,262
1463,78,1,1341
1464,98,2,229
1465,53,0,1660
1466,47,1,1136
1467,76,2,1639
1468,6,4,1779
1469,44,1,868
1470,34,5,1399
1471,84,4,1401
1472,17,0,648
1473,15,2,328
1474,61,2,1181
1475,96,0,674
1476,14,3,955
1477,97,3,811
1478,4,2,126
1479,19,5,1323
1480,50,4,655
1481,5,4,1356
1482,84,3,1214
1483,80,3,1593
1484,57,5,1738
1485,95,2,1294
1486,67,2,1720
1487,49,2,1320
1488,73,1,927
1489,85,4,982
1490,82,3,143
1491,97,4,1699
1492,23,3,1494
1493,15,2,367
1494,89,1,88
1495,97,1,380
1496,95,3,972
1497,48,1,1616
1498,61,2,1442
1499,4,3,1207
1500,62,4,416
1501,61,0,101
1502,8,2,264
1503,67,2,1670
1504,20,1,5
1505,43,0,1582
1506,24,4,1598
1507,70,2,955
1508,8,4,871
1509,82,3,1784
1510,23,1,1003
1511,82,5,322
1512,54,5,100
1513,80,3,787
1514,14,3,1481
1515,19,1,430
1516,95,2,1456
1517,30,2,707
1518,45,2,1348
1519,68,3,706
1520,63,1,1084
1521,39,4,598
1522,31,2,86
1523,92,3,851
1524,23,4,311
1525,9,5,1349
1526,42,1,1785
1527,97,0,73
1528,4,1,1527
1529,6,4,469
1530,17,2,77
1531,69,1,959
1532,73,1,1104
1533,83,0,577
1534,57,3,80
1535,100,3,1686
1536,87,5,692
1537,18,3,180
1538,13,5,1084
1539,27,2,329
1540,37,3,720
1541,77,4,161
1542,76,4,877
1543,98,3,29
1544,16,2,956
1545,41,5,1376
1546,67,0,1594
1547,76,0,1793
1548,7,4,1020
1549,20,4,1649
1550,40,0,1433
1551,94,4,253
1552,42,1,236
1553,88,0,1665
1554,82,4,1731
1555,63,0,38
1556,22,4,1111
1557,55,1,412
1558,66,2,1155
1559,42,1,915
1560,7,5,169
1561,2,5,1692
1562,74,0,246
1563,88,4,181
1564,50,0,53
1565,15,1,1709
1566,97,5,1442
1567,29,1,1540
1568,20,5,28
1569,67,1,1306
1570,20,3,1348
1571,63,0,1407
1572,24,1,1241
1573,61,3,921
1574,80,4,424
1575,36,0,1074
1576,8,1,142
1577,3,3,1320
1578,10,4,588
1579,28,1,1208
1580,18,2,543
1581,63,5,739
1582,63,5,612
1583,91,2,1613
1584,55,1,732
